,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
SFO,Cmp-Att-Yd-TD-INT,15-33-261-1-3,18-26-206-2-0,20-30-251-2-0,23-37-298-2-2,34-54-349-2-2,16-23-245-2-1,15-27-170-1-2,14-28-190-1-0,16-22-262-3-0,27-39-250-1-2,18-32-221-1-2,30-48-414-2-1,20-33-332-2-1,20-29-275-1-0,22-38-241-0-1,23-33-282-3-3
SFO,First Downs,20,23,26,22,33,18,16,16,18,24,23,24,24,20,15,22
SFO,Fourth Down Conv.,0-0,0-0,2-2,0-0,1-2,0-0,0-1,0-0,0-0,0-0,0-0,1-2,0-1,0-0,0-1,1-1
SFO,Fumbles-Lost,3-1,1-0,3-0,2-0,4-3,2-2,3-2,2-0,1-0,0-0,1-0,3-2,3-0,1-1,1-0,1-1
SFO,HomeTeam,False,True,False,False,True,False,True,False,True,True,False,False,True,True,True,False
SFO,Net Pass Yards,237,156,228,288,300,227,121,160,262,250,194,386,305,257,232,264
SFO,Opp Score,24,27,38,29,28,33,39,18,3,27,27,43,14,23,14,48
SFO,Opp_Cmp-Att-Yd-TD-INT,20-36-244-2-0,34-53-347-3-0,24-38-314-3-0,25-39-250-3-1,10-25-170-1-0,25-46-425-2-0,18-24-202-2-0,23-40-252-2-1,17-24-179-0-0,19-31-188-3-0,29-38-312-2-0,11-17-185-4-0,24-42-186-1-0,23-31-237-2-0,25-29-246-1-0,17-29-222-4-0
SFO,Opp_First Downs,19,25,31,21,10,26,20,20,14,17,25,21,22,18,20,28
SFO,Opp_Fourth Down Conv.,0-1,0-1,1-1,1-1,0-0,1-2,0-0,0-0,0-1,0-0,0-0,0-0,5-7,1-1,1-1,0-1
SFO,Opp_Fumbles-Lost,1-1,1-1,2-0,1-0,1-0,0-0,1-0,1-1,4-0,0-0,0-0,0-0,4-0,1-0,2-2,2-0
SFO,Opp_Net Pass Yards,227,329,307,242,164,405,193,233,140,180,304,163,171,217,235,222
SFO,Opp_Penalties-Yards,7-52,10-105,6-48,5-49,5-46,6-54,1-10,9-62,6-40,8-78,9-70,10-100,11-62,14-148,4-30,6-57
SFO,Opp_Rush-Yds-TDs,32-116-0,18-98-0,28-77-2,27-126-0,23-56-2,21-116-1,36-146-2,21-88-0,23-102-0,23-97-0,31-108-1,29-168-1,27-103-1,35-168-1,28-90-1,42-155-1
SFO,Opp_Sacked-Yards,3-17,2-18,2-7,1-8,1-6,3-20,1-9,3-19,8-39,1-8,1-8,3-22,2-15,3-20,3-11,0-0
SFO,Opp_Third Down Conv.,7-17,7-16,7-11,4-14,2-12,4-13,5-12,6-14,3-12,5-12,7-13,4-9,2-15,9-19,5-11,10-16
SFO,Opp_Time of Possession,31:09,30:26,30:01,32:26,19:48,31:08,32:51,27:41,31:26,25:46,34:09,27:30,29:19,37:14,35:30,31:50
SFO,Opp_Total Yards,343,427,384,368,220,521,339,321,242,277,412,331,274,385,325,377
SFO,Opp_Turnovers,1,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0
SFO,Penalties-Yards,3-21,9-86,14-147,4-29,9-65,2-10,2-10,5-59,3-23,10-97,8-68,13-128,11-87,8-66,6-45,5-41
SFO,Rush-Yds-TDs,25-90-0,28-190-1,29-178-1,21-76-0,34-147-1,30-174-1,24-107-0,31-107-0,32-143-1,29-124-1,24-148-0,23-66-0,30-84-0,26-94-0,15-47-0,22-127-1
SFO,SFO Score,16,30,27,27,18,30,10,15,34,23,9,16,20,26,9,32
SFO,Sacked-Yards,3-24,6-50,4-23,1-10,4-49,2-18,7-49,4-30,0-0,0-0,4-27,3-28,3-27,3-18,1-9,3-18
SFO,Third Down Conv.,5-13,3-11,2-9,5-12,10-17,2-9,3-11,5-14,5-12,8-13,1-8,7-16,4-13,3-10,7-14,3-11
SFO,Time of Possession,28:51,29:34,29:59,27:34,40:12,28:52,27:09,32:19,28:34,34:14,25:51,32:30,30:41,29:40,24:30,28:10
SFO,Total Yards,327,346,406,364,447,401,228,267,405,374,342,452,389,351,279,391
SFO,Turnovers,4,0,0,2,5,3,4,0,0,2,2,3,1,1,1,4
