,,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10,Game11,Game12,Game13,Game14,Game15
DEN,Cmp-Att-Yd-TD-INT,21-31-268-1-0,35-50-292-1-1,20-29-213-0-1,22-38-303-3-1,14-20-182-1-1,18-28-177-0-1,21-34-213-0-0,20-32-174-0-0,12-20-193-2-0,18-40-278-1-1,10-25-82-0-1,18-28-134-2-1,22-27-309-3-1,18-40-208-0-1,26-34-198-1-0,17-28-177-1-0
DEN,DEN Score,16,14,16,24,20,16,6,13,24,23,3,23,38,3,27,16
DEN,First Downs,18,27,20,19,15,11,15,21,13,20,9,13,22,15,25,16
DEN,Fourth Down Conv.,0-0,3-3,1-2,0-0,0-0,0-0,1-3,0-0,0-0,4-4,0-0,0-0,0-0,1-3,1-1,0-0
DEN,Fumbles-Lost,1-0,0-0,2-2,1-0,3-1,2-0,3-1,1-0,1-1,0-0,0-0,0-0,0-0,2-0,1-0,4-1
DEN,HomeTeam,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True
DEN,Net Pass Yards,249,282,161,303,159,167,134,166,175,270,49,134,301,199,198,168
DEN,Opp Score,24,16,27,26,13,0,30,15,19,27,20,20,24,23,17,15
DEN,Opp_Cmp-Att-Yd-TD-INT,22-26-259-1-0,16-27-120-0-0,17-29-235-1-0,19-33-213-2-0,32-48-211-0-2,20-34-207-0-3,20-30-193-2-0,15-25-202-0-0,27-42-273-1-0,29-35-319-3-0,15-25-185-2-1,20-29-265-2-1,28-50-292-1-2,27-34-340-2-1,12-24-117-1-0,29-46-391-1-0
DEN,Opp_First Downs,19,18,16,25,19,12,14,19,21,19,22,17,26,27,13,18
DEN,Opp_Fourth Down Conv.,0-0,1-1,0-0,1-1,0-1,0-2,1-1,0-0,0-2,2-2,0-0,1-1,2-4,0-0,0-1,1-3
DEN,Opp_Fumbles-Lost,0-0,0-0,0-0,1-0,1-1,1-0,1-0,2-1,0-0,4-2,1-0,1-1,1-1,0-0,0-0,3-1
DEN,Opp_Net Pass Yards,259,120,235,186,211,165,191,191,261,284,180,244,280,327,95,380
DEN,Opp_Penalties-Yards,9-62,7-65,7-53,12-104,4-43,6-40,6-46,10-103,5-40,5-49,12-90,7-82,9-44,5-45,7-68,10-107
DEN,Opp_Rush-Yds-TDs,28-98-2,29-153-1,23-77-2,38-269-0,16-35-0,21-39-0,27-80-0,31-127-1,29-90-0,18-37-1,47-244-0,29-115-0,22-134-2,25-92-0,21-96-0,22-97-0
DEN,Opp_Sacked-Yards,0-0,0-0,0-0,5-27,0-0,7-42,1-2,4-11,2-12,5-35,1-5,3-21,3-12,3-13,4-22,2-11
DEN,Opp_Third Down Conv.,10-14,3-11,2-9,4-14,4-13,2-14,5-15,4-12,6-15,5-12,8-16,5-15,6-13,6-11,4-11,5-16
DEN,Opp_Time of Possession,32:45,27:01,24:26,39:12,30:24,30:14,32:13,29:16,35:30,23:17,35:04,32:09,28:35,33:33,23:52,33:00
DEN,Opp_Total Yards,357,273,312,455,246,204,271,318,351,321,424,359,414,419,191,477
DEN,Opp_Turnovers,0,0,0,0,3,3,0,1,0,2,1,2,3,1,0,1
DEN,Penalties-Yards,6-44,10-81,3-27,5-48,12-122,8-51,4-33,10-88,7-55,6-35,7-70,3-25,7-50,7-72,6-50,9-61
DEN,Rush-Yds-TDs,23-95-0,24-90-0,38-149-2,16-68-0,32-191-1,30-103-1,21-71-1,28-113-1,20-127-1,33-124-1,17-85-0,25-84-0,27-90-1,15-52-0,33-150-2,27-70-0
DEN,Sacked-Yards,3-19,2-10,6-52,0-0,3-23,1-10,9-79,3-8,3-18,2-8,4-33,0-0,1-8,2-9,0-0,2-9
DEN,Third Down Conv.,6-13,3-14,8-15,4-11,3-11,2-14,1-13,2-12,3-9,5-18,2-11,7-15,5-8,5-14,5-12,3-12
DEN,Time of Possession,27:15,32:59,35:34,20:48,29:36,29:46,27:47,30:44,24:30,36:43,24:56,27:51,31:25,26:27,36:08,27:00
DEN,Total Yards,344,372,310,371,350,270,205,279,302,394,134,218,391,251,348,238
DEN,Turnovers,0,1,3,1,2,1,1,0,1,1,1,1,1,1,0,1
